"","cm_key","mvar2","mvar4","mvar5","mvar6","mvar7","mvar8","mvar9","mvar10","mvar11","mvar12","mvar13","mvar14","mvar15","mvar16","mvar17","mvar18","mvar19","mvar20","mvar21","mvar22","mvar23","mvar24","mvar25","mvar26","mvar27","mvar28","mvar29","mvar30","mvar31","mvar32","mvar33","mvar34","mvar35","mvar36","mvar37","mvar38","mvar39","mvar40","mvar41","mvar42","mvar43","mvar44","mvar45","mvar49","mvar50","mvar51"
"9616",59616,0,6,2,3,0.3953,0,8,1,2.8576,3,11,1,0,0,0,0,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,1,0,0,0,0,0,0,0.092542813217235,0.0532565357255039,0.0822967998619545
"9617",59617,0,2,4,6,0.1552,0,8,1,5.0986,5,14,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,6,6,6,5,2,0,0,0,0,0,0.0769284901534797,-0.00152026953952614,0.0205676631915826
"9618",59618,2,6,1,1,1.139,0,8,0,4.5969,11,13,4,1,1,0,0,0,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,6,1,1,0,0,0,0,0,0,0.100368152063945,0.28489053531028,0.0493151628304448
"9619",59619,0,3,9,5,0.7969,0.4275,7,0,3.7681,14,10,1,1,1,7,8,3,7,6,7,4,4,5,6,3,4,4,4,4,4,4,4,4,8,6,6,5,0,0,0,0,0,0,0.0459353472450869,0.0975448432518942,0.109815826144255
"9620",59620,0,2,8,2,0.7969,0.4621,7,0,6.7149,17,12,1,0,3,4,7,0,0,0,0,0,4,4,4,4,9,9,8,8,6,5,6,6,10,10,10,10,1,0,0,0,0,0,0.0344737256481708,0.050050391436105,0.124370167307008
"9621",59621,0,1,5,7,1.4639,0.1155,2,1,2.3912,12,8,1,0,2,2,2,1,6,5,6,6,3,3,1,4,4,4,4,4,3,3,2,3,7,7,5,6,1,0,1,0,0,0,0.0608451860077582,0.0118950279659821,0.0772714071395407
"9622",59622,0,2,5,3,0.7969,0,8,0,2.3763,14,14,1,0,1,4,0,7,1,3,2,1,4,3,4,4,4,4,4,4,2,2,2,2,6,6,5,5,0,0,0,0,0,0,0.0338820157447116,0.143351383452014,0.106423330581167
"9623",59623,0,4,1,1,0.0057,0,1,0,0.5271,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0894554519695644,-0.0292486893659139,0.0421682905320551
"9624",59624,0,1,10,3,0.0302,0,2,0,1.5479,14,10,1,0,0,0,0,0,3,2,0,0,3,3,3,4,4,4,4,4,1,1,1,1,3,3,2,3,1,0,1,0,0,0,0.0136213450239195,-0.0115273889739335,0.0174985720861063
"9625",59625,1,4,2,1,0.1412,0,8,0,1.7352,9,15,1,0,0,0,0,0,7,3,3,3,4,5,4,4,4,3,4,4,2,1,2,1,5,4,6,3,0,0,0,0,0,0,0.043856353503372,0.0985017850409852,0.0564122062377518
"9626",59626,0,2,5,5,1.4003,0.4513,5,1,6.3301,7,14,1,0,6,1,2,1,0,0,0,3,5,4,4,5,0,0,0,0,5,4,5,5,10,9,10,9,1,0,0,0,0,0,0.0991736550913609,-0.00998837086219831,0.0728101345724361
"9627",59627,1,0,4,5,0.5231,0,8,0,4.889,11,17,1,0,3,3,3,1,1,3,1,0,7,8,8,7,0,0,0,0,0,0,0,0,7,6,5,5,0,0,0,0,0,0,0.0628163812663263,0.177014439743454,0.00231262168959706
"9628",59628,3,2,2,1,1.3866,0,8,0,6.1742,14,14,1,0,1,1,1,1,0,6,0,0,4,5,4,4,10,9,9,9,5,5,4,5,10,10,8,10,1,0,0,1,0,0,0.229335551731469,0.0261712181696647,0.0108361231962626
"9629",59629,1,1,6,5,0.267,0.6018,9,0,5.5492,3,6,1,0,6,5,2,2,3,0,7,4,4,4,4,4,0,0,0,0,0,0,0,0,6,6,7,5,0,0,0,0,0,0,0.0732043522346168,0.182902561880874,0.00913043587096864
"9630",59630,0,7,3,2,0.7969,0,8,0,2.5013,18,13,1,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,0,0,0,0,0,0.0483045804798218,0.141692725764054,0.195327723659185
"9631",59631,0,4,6,3,0.0792,0,8,0,5.2789,16,11,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,0,0,0,0,0,0,0.0439881252584372,0.0897136136545239,0.0194229391434075
"9632",59632,0,1,1,1,0.1563,0,8,0,2.8455,18,13,2,1,3,0,0,0,0,8,0,0,4,1,3,3,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0.0940498013703463,0.197797098879662,0.0118161165648471
"9633",59633,5,4,7,9,5.0938,0.4993,8,1,5.8619,18,17,1,0,8,7,7,6,9,9,8,9,7,10,9,9,6,6,6,7,5,6,5,5,10,10,10,10,2,0,0,2,0,0,0.475039332082803,-0.0236555534230138,0.0389201478145944
"9634",59634,1,2,9,3,0.0409,0.1155,5,0,3.1503,16,8,1,0,0,0,0,0,0,0,0,3,4,3,4,4,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0.0409289599750015,0.0178128600632928,0.0394436573171128
"9635",59635,2,2,7,3,0.0716,0,8,0,2.3424,18,10,1,0,6,0,0,0,3,7,0,0,4,1,4,1,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0.0505353709670651,0.0455472756180784,0.0242070174552458
"9636",59636,4,3,3,4,2.2937,0.4513,7,0,6.3139,8,13,1,0,9,9,9,9,3,6,5,5,9,10,10,10,3,4,4,4,5,5,5,5,10,10,10,10,0,0,0,0,0,0,0.185990682911044,0.0487155112164428,0.0102822144496419
"9637",59637,1,2,7,6,0.5155,0.2682,4,1,6.1716,18,15,1,0,2,2,2,4,0,0,3,3,2,1,1,2,2,1,1,2,3,3,3,3,7,7,7,6,0,0,0,0,0,0,0.0701838922723872,-0.0169998635148167,0.0662049909677119
"9638",59638,0,1,3,6,0.7969,0.231,8,1,3.5295,18,13,1,0,2,0,0,0,0,3,0,0,4,5,5,3,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,0,0,0.0924392751953085,0.0139722383776983,0.195968156848054
"9639",59639,0,3,9,2,0.0381,0,1,0,0.9842,7,13,1,0,0,0,3,0,5,4,4,4,3,1,3,2,0,0,0,0,0,0,0,0,4,2,3,5,0,0,0,0,0,0,0.0309474879042697,0.0327108794408934,0.0445921064389405
"9640",59640,2,3,10,6,0.4966,0.3466,5,1,1.8825,11,7,1,0,3,3,3,3,5,4,3,3,4,2,4,4,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0.0872993407694022,0.00195212976562609,0.0948857242978896
"9641",59641,1,12,6,3,0.0407,0.1155,3,0,0,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0.0288307440340745,0.0443588005366228,0.0693877649485535
"9642",59642,0,4,3,10,0.7969,0.4993,8,1,6.0934,5,16,1,0,9,8,7,7,5,5,6,3,7,7,7,7,4,6,5,4,5,5,5,6,10,9,9,9,1,0,0,2,0,0,0.34067880738967,0.0194125427990198,0.131299739148969
"9643",59643,1,1,6,9,0.2994,0.1155,2,1,2.4736,5,13,1,0,6,4,4,3,4,4,3,6,7,6,5,7,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.10535530312612,0.0055184347929118,0.0914314254721923
"9644",59644,0,4,2,1,0.7969,0,2,0,3.2035,14,8,1,0,0,1,0,0,3,8,1,0,4,1,4,1,0,0,0,0,0,0,0,0,5,6,4,4,0,0,0,0,0,0,0.0601594711063578,0.170351813529748,0.206554506376637
"9645",59645,1,4,5,3,1.1915,0,8,0,6.6867,16,17,1,0,2,0,2,0,0,3,0,0,4,1,4,1,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.0469149097599495,0.162282057137241,-0.0019322065903798
"9646",59646,5,2,7,7,10,0.5152,7,1,6.8484,9,17,1,0,4,3,3,4,7,8,8,8,5,4,5,3,10,10,9,9,8,7,8,8,11,11,11,11,3,0,0,0,0,0,0.24437428560298,-0.0212679105009023,-0.0245580688275073
"9647",59647,2,0,6,8,0.7536,0,8,1,2.7581,18,11,1,0,3,3,3,2,7,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,0,0,0,0,0,0,0.0824231843942527,0.00445948387644019,0.061683847474028
"9648",59648,0,1,9,3,0.0299,0,2,0,0.986,11,11,1,1,3,2,2,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,0,0.0229485474300087,0.00498102440883738,0.0431135055654168
"9649",59649,1,3,7,5,0.2976,0,8,0,4.2088,18,10,1,0,3,1,3,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.041995251860142,0.148417664199656,0.0241493206441868
"9650",59650,0,5,2,5,0.7969,0.1155,3,0,0.9381,9,14,1,0,3,1,1,1,6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,0,0.0426523261841927,0.158220637027157,0.243793797755211
"9651",59651,2,4,7,7,1.2734,0.231,4,1,5.813,8,13,1,0,3,4,3,2,8,4,0,4,7,4,7,1,0,0,2,3,5,5,5,5,10,8,10,10,0,0,0,0,0,0,0.0880188448087483,-0.00462084062614961,0.0548841492860451
"9652",59652,7,4,8,10,7.3672,0.5926,10,0,6.3386,9,20,1,0,8,9,8,7,9,9,9,9,7,10,9,8,0,0,0,0,0,0,0,0,11,10,10,11,0,0,0,0,0,0,0.340696537834408,0.0274895809514532,-0.0218728019240213
"9653",59653,1,2,3,3,1.3373,0.6344,10,0,6.1263,7,14,1,0,3,2,2,3,6,3,0,0,6,4,7,4,2,0,4,0,4,3,4,4,10,8,9,8,0,0,0,0,0,0,0.0644425825600993,0.15171261050167,0.0148875438848203
"9654",59654,0,3,2,1,0.089,0,8,0,5.6337,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,5,4,5,5,0,0,0,0,0,0,0.0484241094658426,0.0684008069041559,0.0374237108836033
"9655",59655,0,3,1,1,0.7326,0,8,0,6.9247,17,11,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,3,3,2,2,10,7,1,1,2,0,0,0,0,0,0.0794348014333287,0.0506343459085402,0.0622238534742059
"9656",59656,0,2,8,2,0.7444,0.2986,5,0,5.8615,9,15,1,4,7,5,6,8,5,0,5,4,8,2,1,8,0,0,0,0,0,0,0,0,10,8,10,9,0,0,0,0,0,0,0.0631309296301895,0.177744251862725,0.106837158917993
"9657",59657,3,3,5,7,0.5151,0,8,1,2.3006,9,11,1,0,3,2,2,2,4,4,5,4,6,5,2,7,0,0,0,0,0,0,0,0,9,6,7,5,0,0,0,0,0,0,0.128348440719685,0.0164364070966216,0.139625598731004
"9658",59658,1,1,6,3,0.1331,0.4993,7,0,2.4732,18,13,1,0,3,3,3,3,0,3,6,3,4,3,2,4,0,0,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0.037920454343066,0.114846675792746,0.0217792338443709
"9659",59659,1,8,3,2,0.0654,0,2,0,1.6502,16,14,1,0,0,0,1,0,0,0,1,0,4,4,1,4,0,2,3,0,1,1,1,1,4,4,4,3,2,0,0,1,0,0,0.0651820370882629,0.0466908489441306,0.0579398481250029
"9660",59660,1,1,9,5,0.997,0.3662,6,1,3.6066,17,12,1,0,6,5,5,3,0,6,4,8,5,4,4,5,0,0,0,0,0,0,0,0,9,8,7,8,0,0,0,0,0,0,0.0980708473493624,0.0100750460031898,0.0680903005666004
"9661",59661,0,3,8,6,0.7969,0.1155,3,1,2.0013,11,10,1,0,0,0,1,3,4,0,0,3,0,0,0,0,0,0,0,0,2,2,1,1,4,5,4,3,0,0,0,0,0,0,0.0510336180033742,-0.0120687483272425,0.173751751505237
"9662",59662,0,3,3,2,0.2837,0.1155,2,0,3.2504,5,12,1,0,4,3,3,3,3,4,0,0,3,4,4,1,4,4,4,1,3,2,2,1,6,6,5,4,1,0,0,0,0,0,0.0491485890676376,0.164240176660449,0.0642591430240242
"9663",59663,0,5,4,3,0.3771,0.1155,4,0,3.8066,16,16,1,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,5,0,0,0,0,0,0,0.0463179487533356,0.208350381065775,0.118407716843883
"9664",59664,1,2,2,2,1e-04,0,8,0,0.1841,18,10,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0.0426973533553222,0.0417221689200759,0.0537661496029374
"9665",59665,0,2,10,5,0.4524,0.3662,6,1,2.1779,4,11,1,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,0,0,0,0,0,0,0.0628423313003857,0.0116772809948893,0.0450020497953418
"9666",59666,4,1,10,6,4.6465,0.6189,10,0,5.6633,11,16,1,0,3,3,2,2,7,5,6,8,8,10,10,8,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.172442454618739,0.0560405745539501,0.006926195133174
"9667",59667,3,3,2,6,3.018,0.1155,5,1,5.3716,4,13,1,0,3,3,3,0,8,5,6,3,3,4,1,4,0,0,0,0,0,0,0,0,10,10,8,1,0,0,0,0,0,0,0.188245187941809,0.0210871803401414,0.123098440494606
"9668",59668,1,4,3,7,0.1238,0.1155,2,1,1.3539,13,14,1,0,0,1,1,0,6,0,3,1,4,4,4,2,4,4,4,4,2,1,2,2,5,3,4,5,0,0,0,0,0,0,0.0642647082062089,-0.00555360492129573,0.106877925153402
"9669",59669,1,4,5,6,0.14,0.1155,4,1,3.8085,18,12,1,0,2,1,2,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0,0.082297909097941,0.0107133123488292,0.0977024938942385
"9670",59670,4,1,8,8,1.0099,0.3662,6,1,5.4523,18,8,1,3,2,1,1,1,5,3,7,3,4,4,5,3,0,0,0,0,0,0,0,0,10,9,10,9,0,0,0,0,0,0,0.18212462306967,-0.0129307449073101,0.0398157933232071
"9671",59671,0,1,7,6,0.7969,0,1,0,4.7712,6,16,1,1,4,3,3,7,7,7,7,6,9,8,8,9,5,4,6,5,4,3,4,3,8,6,6,6,0,1,0,0,0,0,0.0625481618407082,0.112321128224525,0.11452959792524
"9672",59672,0,5,8,3,0.124,0.5669,10,0,5.8353,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,4,0,0,0,0,0,0,0.041995251860142,0.0934651450442043,0.0299478529913362
"9673",59673,4,4,10,8,1.4276,0.4993,9,1,4.8911,16,15,1,2,5,0,4,7,8,5,6,6,8,7,8,7,4,4,4,5,5,4,4,4,10,7,9,10,1,0,0,1,0,0,0.288490279982299,-0.0127324536440843,0.0052726603113827
"9674",59674,1,3,8,7,1.897,0.1831,5,0,5.9718,18,16,1,0,1,3,1,1,0,0,4,0,0,0,0,0,3,2,4,4,4,4,3,4,8,8,7,8,1,0,0,0,0,0,0.0388198144898018,0.0708418669352068,0.0137992904174886
"9675",59675,2,4,2,1,0.7135,0,8,0,3.6122,12,14,0,0,6,6,4,0,4,3,4,5,8,7,8,7,0,2,4,4,3,3,2,3,6,8,5,6,1,0,0,0,0,0,0.0763978391049028,0.126909406446433,0.00913044888196976
"9676",59676,0,3,3,5,0.3688,0.3466,4,1,2.2953,14,14,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,4,6,5,0,0,0,0,0,0,0.0745471695803086,0.0215831368099332,0.298017155270279
"9677",59677,1,4,6,6,0.1309,0.4513,9,1,2.9197,14,10,1,0,1,1,0,2,6,5,4,3,4,4,4,5,0,0,0,0,0,0,0,0,6,4,5,5,0,0,0,0,0,0,0.0779468167731042,0.0191685425111371,0.0598000177741785
"9678",59678,0,3,2,3,0.7969,0,8,0,3.8607,7,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,1,4,2,3,1,0,0,0,0,0,0,0.0474158456159165,0.0587999683432233,0.144800129068753
"9679",59679,2,2,5,6,0.0783,0.3466,5,1,2.1677,11,15,1,0,2,1,1,2,3,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.0711199905203581,0.00749959841774836,0.0592242954947412
"9680",59680,0,1,2,1,0.1131,0.1155,3,0,3.0189,4,12,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,0,0,0,0,0,0,0.0487386579345347,0.0936294124777096,0.113725837875678
"9681",59681,0,2,10,5,1e-04,0.1155,2,0,0,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0377898054396307,-0.00267847104088937,0.0403948396651187
"9682",59682,1,1,1,1,0.0013,0,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.177049335883903,-0.0163893634674803,-0.0144796738094648
"9683",59683,5,6,10,1,0.0303,0.7404,10,0,3.2385,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0.132729491524183,-0.0202942419986494,0.0206364157778354
"9684",59684,0,4,2,4,0.7969,0.1831,4,1,3.5524,11,15,1,0,1,0,0,0,7,0,0,0,4,3,4,4,4,4,4,0,4,4,4,4,10,8,9,1,0,0,0,0,0,0,0.0846974298410337,0.0122866946062464,0.338299128124934
"9685",59685,3,8,4,6,1.9719,0.1831,3,1,5.5944,6,13,1,0,5,6,8,6,7,3,3,6,10,10,9,10,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.200110044978762,0.00905784859474131,0.113148554948174
"9686",59686,0,4,2,2,0.7969,0,8,0,2.9102,11,13,1,0,4,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,3,0,0,0,0,0,0,0.0499496084284842,0.24624827836833,0.234628260704395
"9687",59687,0,3,2,1,0.0792,0,8,0,0.8593,16,12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,4,0,1,1,1,1,5,2,3,1,1,1,0,0,0,0,0.0334694148855033,0.0194562098492511,0.0721621655471798
"9688",59688,0,4,6,8,0.7969,0.2986,6,0,5.8014,18,12,1,0,2,2,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.0446022694503075,0.178104771428069,0.12389096798037
"9689",59689,0,1,2,1,0.1472,0,8,0,2.6676,17,14,5,0,2,3,0,0,4,3,0,0,3,1,2,3,0,0,0,0,0,0,0,0,6,5,6,1,0,0,0,0,0,0,0.0499496084284842,0.710909972319577,0.037033612331424
"9690",59690,0,2,8,6,0.6243,0,8,1,2.5174,11,15,1,0,3,3,3,2,8,3,0,0,3,3,3,2,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0.0678827382959841,0.00653913563176416,0.0511192187513072
"9691",59691,0,2,6,4,0.2121,0.2682,5,0,4.4884,11,10,1,1,0,0,4,4,0,0,0,3,2,4,4,1,4,4,4,4,2,2,2,2,6,5,5,5,1,0,0,0,0,0,0.0322432784344769,0.0981318768381643,0.0310042812878049
"9692",59692,5,4,9,8,1.0704,0.5152,10,1,4.5745,18,16,1,0,8,4,8,8,7,2,3,4,4,7,6,6,0,0,0,0,0,0,0,0,10,7,7,6,0,0,0,0,0,0,0.196027552803284,-0.000310323132573194,0.064495440343022
"9693",59693,1,3,3,4,0.7124,0.1831,5,0,5.4091,16,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,3,0,0,0,0,0,0,0.055432833591786,0.173610483634001,0.113234885618708
"9694",59694,0,3,2,7,0.7969,0.4513,9,1,4.6846,3,6,1,0,1,4,3,2,4,0,7,5,0,0,0,0,0,0,0,0,2,2,3,4,7,6,7,9,1,0,0,0,0,0,0.0850529044253039,0.0226284081390502,0.146309504232225
"9695",59695,0,5,5,6,0.7969,0,4,1,1.5832,11,7,1,0,1,1,1,1,6,3,3,4,1,1,1,1,2,0,0,1,1,2,2,2,6,5,5,5,0,0,1,0,0,0,0.0505174409105698,0.0100317359793479,0.254919430440298
"9696",59696,0,3,2,4,0.7969,0,8,0,4.2555,18,10,1,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0.0566437840857355,0.0760530363076803,0.130617303392808
"9697",59697,0,6,2,1,0.0323,0.1155,2,0,4.6701,14,8,7,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,0,0,0,0,0,0,0.0488910782257372,0.436338359052876,0.0800492029237984
"9698",59698,0,4,3,2,0.1298,0,8,0,3.9569,3,17,1,0,3,0,0,0,0,0,0,0,3,1,1,3,4,4,4,4,2,2,2,4,5,5,6,7,0,0,0,0,0,0,0.0484241094658426,0.138927783842351,0.0089025559996252
"9699",59699,0,2,3,5,0.7969,0,8,1,5.4696,14,15,1,0,3,1,2,2,7,3,3,6,2,4,4,3,2,4,2,4,5,4,4,3,10,8,10,6,0,0,0,0,0,0,0.089320369438273,0.0114517731712065,0.174682500472266
"9700",59700,1,2,10,2,0.1235,0,3,0,3.0826,18,10,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,4,3,1,1,1,1,6,2,1,2,2,0,1,0,0,0,0.0225748847352845,0.013305921438483,0.0430112599092329
"9701",59701,4,2,9,6,0.8209,0.6148,10,1,5.1049,7,9,1,0,2,1,1,1,4,5,6,0,4,7,7,4,7,6,7,8,4,4,4,4,10,8,7,7,0,0,0,0,0,0,0.16737994536836,-0.00631776396828748,0.0485302484163575
"9702",59702,0,1,3,4,0.409,0.231,5,0,5.0238,6,14,1,0,3,3,3,1,4,5,4,4,3,5,3,5,0,0,0,0,0,0,0,0,7,6,6,7,0,0,0,0,0,0,0.0675975428325053,0.222131424623646,0.0243201899590479
"9703",59703,2,2,6,3,0.03,0.1831,4,0,0.5132,11,7,1,0,2,1,1,1,0,0,3,1,2,1,2,1,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0.0363384176701229,0.0528761098163062,0.066694635179873
"9704",59704,0,3,6,3,0.04,0.1155,2,0,1.9783,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0.0288307440340745,0.0885399996998249,0.132027322945261
"9705",59705,0,1,10,5,0.2021,0.1155,3,1,1.893,9,11,1,0,0,1,0,0,8,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,0,0,0,0,0,0,0.0640082546232056,-0.00768398223130115,0.0886315753669056
"9706",59706,0,3,5,5,0.1468,0,1,1,3.8714,5,14,1,0,5,5,5,7,7,4,1,6,2,3,2,3,0,0,0,0,0,0,0,0,5,4,4,5,0,0,0,0,0,0,0.0864708299893151,0.0178801831914407,0.087742439097215
"9707",59707,1,4,10,7,0.1856,0.4398,5,1,3.3213,7,10,1,1,2,1,3,1,3,3,0,3,4,4,4,4,0,0,0,0,0,0,0,0,5,5,4,6,0,0,0,0,0,0,0.0734382280638498,0.00325239794364918,0.0444651305243485
"9708",59708,0,1,10,4,0.7969,0.8351,10,0,6.3203,9,15,1,1,1,1,3,0,10,9,10,10,4,1,4,3,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.0950695421989592,0.0979993409408302,0.0575392058416265
"9709",59709,4,1,1,5,1.3048,0,2,1,5.7509,8,13,1,1,3,3,3,3,0,6,3,1,4,2,4,3,6,6,0,0,5,4,2,2,10,9,5,6,0,0,0,0,0,0,0.221637470383264,-0.0224226485374969,0.0604189437743519
"9710",59710,0,4,6,4,1.4773,0.1831,7,0,2.0771,14,13,1,0,6,3,3,8,10,0,0,6,7,5,6,7,0,0,0,0,0,0,0,0,10,5,6,7,0,0,0,0,0,0,0.0533756371463687,0.208129554520995,0.131655182785315
"9711",59711,1,2,5,7,0.3364,0,8,1,3.3145,5,8,1,0,0,0,5,3,8,0,6,2,2,1,2,2,0,0,0,0,0,0,0,0,6,6,5,4,0,0,0,0,0,0,0.0796099993321292,0.0179970536209892,0.0436161643048375
"9712",59712,2,2,7,5,1.5808,0.2682,7,0,4.1604,8,15,1,3,8,9,9,8,0,0,0,0,7,4,7,5,0,0,0,0,0,0,0,0,10,10,10,8,0,0,0,0,0,0,0.0596280899761982,0.140158478183368,0.00925429707895378
"9713",59713,1,9,2,1,0.217,0,8,0,3.8777,5,8,1,0,1,1,1,0,0,3,4,0,3,1,4,1,0,0,0,0,0,0,0,0,6,5,6,2,0,0,0,0,0,0,0.0566437840857355,0.189751270518568,0.0537628634740539
"9714",59714,1,8,1,1,0.0963,0.1831,3,0,2.7379,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0.0920015365675955,0.00868674726798845,0.0303103126924915
"9715",59715,2,2,4,4,0.8749,0,8,0,4.4758,7,11,1,0,6,5,4,0,0,0,0,3,6,4,4,6,8,8,7,7,4,3,3,3,10,6,6,6,0,0,0,0,0,0,0.0642031055448714,0.131157979681654,0.0624248061304305
"9716",59716,0,3,4,7,0.1467,0,8,0,4.4901,16,9,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,0,0,0,0,0,0,0.0475288992472851,0.176469506792171,0.0342814823437903
"9717",59717,0,0,4,3,0.3188,0,8,0,3.4944,5,15,1,0,4,3,4,3,3,0,0,3,4,5,5,4,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0.0567499145423339,0.203248504856397,0.00206632852499597
"9718",59718,1,3,10,3,0.0286,0,2,0,0.856,14,17,1,0,2,0,1,1,0,3,0,0,0,0,0,0,1,4,2,4,1,1,1,1,2,3,2,3,0,0,1,0,0,0,0.0119662785805543,-0.00964405490257201,0.0211648698475242
"9719",59719,0,4,5,6,0.0139,0,8,1,3.6399,11,14,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0,0.0784440760093093,0.00484748061370084,0.05101098502906
"9720",59720,1,3,6,6,0.9113,0.1155,4,0,5.8988,6,17,1,0,3,1,5,1,4,3,0,1,3,1,3,2,4,4,4,4,4,4,4,3,10,8,9,6,1,0,0,0,0,0,0.040812687888097,0.117015523858049,0.0194284015825755
"9721",59721,1,1,2,2,0.0411,0,8,0,1.6581,13,15,1,0,0,0,0,0,3,0,3,0,0,0,0,0,7,5,7,5,1,1,1,1,4,2,3,3,1,0,0,1,0,0,0.0666959935751582,0.0247394257585989,0.0313649974347834
"9722",59722,0,2,3,4,0.6295,0,1,0,1.5898,11,11,1,0,1,1,1,3,0,0,0,5,1,2,1,3,0,0,0,0,0,0,0,0,8,6,6,7,0,0,0,0,0,0,0.0414864028613728,0.192372691919521,0.0825336733446902
"9723",59723,0,4,2,1,0.7969,0.1155,3,0,5.1595,14,13,1,1,7,9,0,0,0,0,0,0,3,2,1,3,4,4,0,0,2,2,1,1,6,5,1,1,1,0,0,1,0,0,0.108966130408823,0.0862490595118415,0.236074753275495
