cm_key,mvar2,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45
58038,7,3,7,7,4.3538,0.4817,7,1,5.8503,17,13,1,0,8,6,1,4,9,8,9,8,8,10,9,9,9,9,9,9,5,6,5,5,10,10,10,10,3,0,0,1,0,0
58039,0,4,5,2,0.0578,0.1155,2,0,1.6447,16,13,1,0,1,1,1,1,0,3,0,0,6,3,4,6,2,2,2,2,1,1,1,2,3,3,3,5,0,1,1,0,0,0
58040,1,4,5,6,0.0386,0.5365,7,1,0.8664,18,12,1,0,0,0,0,0,3,0,3,3,5,4,4,4,0,1,0,0,1,1,1,1,4,2,4,4,1,0,0,0,0,0
58041,0,4,9,7,0.0968,0,8,1,2.6858,16,11,1,0,0,0,0,0,5,0,6,6,5,4,4,4,4,4,4,4,1,1,2,1,5,4,5,4,0,0,0,0,0,0
58042,0,4,9,6,0.7969,0.2682,5,1,5.6448,7,13,1,0,2,1,0,0,0,4,3,0,4,6,6,4,0,0,0,0,0,0,0,0,10,8,7,8,0,0,0,0,0,0
58043,0,4,1,1,0.0243,0,6,0,0.6295,17,18,1,0,0,0,0,0,2,0,0,0,1,1,1,1,4,4,0,0,1,1,1,1,2,3,1,1,1,0,0,0,0,0
58044,0,5,7,3,0.1125,0.1155,2,0,0.7822,6,12,1,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,4,1,2,3,0,0,0,0,0,0
58045,5,0,4,7,3.0134,0,8,0,5.2874,11,16,1,0,7,3,4,3,7,9,7,3,7,6,7,4,0,1,0,0,5,5,4,5,10,10,9,10,2,0,0,1,0,0
58046,0,9,3,5,0.7969,0.3662,4,1,1.8257,3,15,1,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,4,5,2,1,1,1,5,5,4,4,1,0,0,1,0,0
58047,0,5,1,1,0.0282,0,8,0,0.3823,16,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,1,1,1,4,1,1,1,1,0,0,0,0,0
58048,1,4,4,3,0.0431,0.2682,5,0,3.6789,8,6,1,0,4,4,0,0,0,2,3,3,1,2,1,1,0,2,0,3,1,1,1,1,2,4,1,3,0,0,0,0,0,0
58049,4,12,1,3,0.0192,0.1831,4,0,1.4174,4,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,1,1,3,2,2,2,1,0,0,1,0,0
58050,0,9,1,1,0.2608,0.1831,4,0,6.4284,14,10,4,0,3,2,2,2,0,4,0,0,7,8,7,8,0,0,0,0,0,0,0,0,7,6,6,5,0,0,0,0,0,0
58051,0,1,10,4,0.0154,0.3466,7,0,1.0988,11,12,1,1,0,0,0,0,4,0,0,6,0,0,0,0,5,4,4,5,1,1,1,2,3,1,1,5,0,0,0,0,0,0
58052,0,7,3,6,0.7969,0,8,0,4.0553,8,14,1,0,6,3,1,3,0,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,7,5,5,7,0,0,0,0,0,0
58053,0,2,6,3,0.7969,0,8,0,3.0652,6,15,1,1,3,2,3,2,3,0,3,3,1,4,3,2,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0
58054,3,1,8,3,0.8132,0.2682,7,0,3.7624,14,10,1,0,3,7,7,3,7,7,4,7,9,8,9,7,8,7,7,8,4,4,3,4,9,7,7,7,2,0,0,1,0,0
58055,4,1,5,5,0.8579,0.5554,5,0,4.6259,13,13,1,0,3,3,3,2,6,6,0,3,7,4,7,2,0,1,2,3,4,3,3,2,9,9,6,6,0,1,0,0,0,0
58056,1,3,8,7,0.3388,0,8,1,1.6559,18,8,1,1,1,1,1,1,0,0,3,0,1,2,1,2,0,0,0,0,0,0,0,0,7,5,6,6,0,0,0,0,0,0
58057,0,4,7,3,0.2777,0.231,5,0,2.8508,16,12,1,0,6,0,1,3,4,0,5,6,3,5,4,4,0,0,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0
58058,0,1,8,7,0.7969,0.3838,5,1,5.0043,18,12,1,1,4,0,0,3,0,1,4,0,4,6,6,4,0,0,0,0,0,0,0,0,10,9,6,5,0,0,0,0,0,0
58059,0,4,1,4,0.1592,0.1155,2,1,1.847,13,12,1,0,1,0,0,1,6,0,0,0,5,1,4,4,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0
58060,0,2,3,7,0.7969,0.1155,5,1,5.9468,18,15,1,0,6,0,2,0,3,7,1,7,1,5,4,4,8,7,7,7,6,6,5,4,10,10,10,7,2,0,0,0,0,0
58061,4,1,6,3,0.3759,0.2682,5,0,4.0405,4,13,1,0,1,2,3,4,4,0,7,6,8,4,7,7,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0
58062,2,4,2,1,0.5876,0,8,0,5.9183,9,15,2,0,2,1,0,0,7,3,0,0,6,6,7,5,0,0,0,0,0,0,0,0,10,7,4,3,0,0,0,0,0,0
58063,0,2,6,3,0.0011,0.231,4,0,0.6801,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
58064,4,2,8,6,0.1585,0.5669,2,0,3.2561,9,17,1,1,2,1,1,2,5,4,4,4,4,4,4,4,7,7,7,7,3,3,3,3,6,5,5,5,0,0,0,0,0,0
58065,1,3,6,8,1.1759,0.3466,4,0,5.7847,13,13,1,2,0,0,0,0,6,5,6,8,5,4,3,6,0,0,0,0,0,0,0,0,10,9,9,10,0,0,0,0,0,0
58066,0,8,1,1,0.7969,0,8,0,0.6912,7,8,1,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0
58067,0,9,2,3,0.7969,0.4513,9,1,4.6041,11,13,1,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,7,6,5,5,0,0,0,0,0,0
58068,1,0,6,6,0.2557,0.2682,5,0,3.4373,11,14,1,1,5,4,3,3,6,3,0,2,3,4,1,4,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0
58069,1,0,9,4,0.7495,0,8,0,3.3659,18,9,1,1,0,0,0,0,9,7,8,7,4,3,3,4,0,0,0,0,0,0,0,0,9,6,6,6,0,0,0,0,0,0
58070,1,0,6,4,0.0986,0,4,0,1.3546,18,14,1,2,3,1,1,1,0,0,1,0,4,4,4,5,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,0,0,0
58071,0,6,8,5,0.1308,0,8,1,5.0178,11,14,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,3,5,4,0,0,0,0,0,0
58072,1,6,2,1,0.0554,0.2682,5,0,6.4103,9,12,2,0,2,1,1,0,3,0,3,0,0,0,0,0,0,0,4,0,1,1,1,1,5,5,4,4,1,1,0,1,0,0
58073,6,0,10,10,4.0387,0,8,1,6.0757,13,14,1,2,3,4,3,3,0,7,3,3,7,6,7,4,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
58074,1,2,5,3,0.021,0,8,0,3.9515,18,14,1,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0
58075,5,2,10,10,4.8158,0,6,1,5.4049,14,13,1,0,3,2,3,3,8,9,9,9,4,7,4,7,5,7,7,6,5,5,5,6,10,10,10,10,1,0,0,1,0,0
58076,4,4,4,8,2.0826,0,8,1,6.1304,14,9,1,0,3,6,0,0,9,6,7,5,7,8,4,8,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
58077,0,9,2,9,0.7969,0.1831,4,1,3.2349,11,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,0,0,0,0,0,0
58078,5,5,9,6,0.2282,0.3466,7,1,3.6998,11,9,1,0,3,4,4,4,8,4,9,3,4,1,2,3,0,0,0,0,0,0,0,0,6,4,6,5,0,0,0,0,0,0
58079,0,2,2,7,0.03,0.4907,10,1,2.6538,16,12,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,5,1,1,1,2,4,3,2,5,1,0,0,0,0,0
58080,1,12,7,4,0.0712,0.3838,5,0,2.6608,7,14,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,4,4,4,0,0,0,0,0,0
58081,5,3,4,4,0.3937,0.8351,10,0,4.7128,18,15,1,0,5,7,8,3,6,4,3,4,5,4,2,7,0,0,0,0,0,0,0,0,7,6,7,5,0,0,0,0,0,0
58082,0,4,1,1,0.0177,0.1155,3,0,0.8002,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,1,0,0,2,3,1,1,1,0,0,0,0,0
58083,0,0,5,3,0.1735,0.3838,5,0,4.9622,18,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,1,2,6,5,5,5,1,0,0,0,0,0
58084,0,0,5,5,0.7969,0,8,1,2.7446,13,15,1,3,0,0,0,0,6,4,4,3,1,1,1,1,0,3,2,0,2,2,1,1,5,4,3,4,2,0,0,0,0,0
58085,0,9,1,1,0.7969,0.1155,2,0,1.2544,14,16,1,0,4,0,0,0,3,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0
58086,2,4,2,5,0.1883,0.4513,5,1,2.7173,7,10,1,0,3,3,3,3,3,0,6,1,4,4,4,4,0,0,0,0,0,0,0,0,6,5,6,4,0,0,0,0,0,0
58087,0,0,3,2,0.7969,0.1831,4,0,1.6618,3,15,1,0,1,1,0,0,0,0,0,3,5,3,4,4,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,0,0,0
58088,3,1,9,9,1.1369,0,8,1,4.4868,13,14,1,1,3,3,4,3,9,7,8,7,7,4,7,4,4,4,4,5,5,5,5,5,10,9,7,7,0,0,1,0,0,0
58089,2,4,3,8,2.4224,0,8,1,5.7707,14,16,1,0,3,3,2,2,0,0,0,0,7,8,7,8,4,4,4,4,5,6,5,5,10,10,10,9,1,0,0,0,0,0
58090,0,2,7,6,0.7969,0.1831,4,1,1.3349,18,9,1,0,0,0,0,0,0,0,2,0,1,1,1,1,4,4,4,4,1,1,1,1,5,6,5,4,0,0,0,0,0,0
58091,2,5,6,3,0.3431,0,8,0,2.4273,16,9,1,0,3,3,3,3,0,3,4,0,3,2,2,3,7,7,7,7,1,2,2,2,7,5,5,5,0,0,0,0,0,0
58092,0,3,9,3,0.0295,0,2,0,2.2837,9,10,1,3,0,0,0,0,0,0,0,3,4,3,3,4,6,5,7,7,1,1,1,1,4,3,3,3,0,1,0,0,0,0
58093,5,10,7,8,2.1193,0.3996,7,0,6.1491,2,15,1,0,3,3,3,3,7,6,4,0,4,7,6,7,8,10,10,10,5,5,5,5,10,10,10,10,1,0,0,0,0,0
58094,1,12,2,1,0.0554,0,8,0,0.599,8,11,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0
58095,0,5,6,6,0.7969,0.2986,5,0,6.2352,6,14,1,2,9,6,0,7,6,0,0,0,8,9,9,8,0,0,0,0,0,0,0,0,10,9,7,10,0,0,0,0,0,0
58096,4,4,1,3,0.2508,0,1,0,4.4816,6,12,1,0,6,3,3,3,0,3,1,0,6,7,4,7,0,0,0,0,0,0,0,0,6,6,5,3,0,0,0,0,0,0
58097,1,4,2,1,0.164,0,3,0,5.0262,7,14,1,0,0,0,0,0,0,0,0,0,7,5,3,7,0,0,0,0,0,0,0,0,6,5,5,6,0,0,0,0,0,0
58098,1,5,3,3,0.3693,0.1155,2,0,4.1636,16,18,1,0,0,3,0,0,4,5,0,0,4,2,3,3,5,6,2,4,3,3,3,3,7,6,6,6,1,0,0,0,0,0
58099,4,4,5,6,0.498,0.1831,3,1,4.7338,11,12,1,1,3,2,1,1,4,0,0,0,4,4,3,4,0,0,0,0,3,3,3,3,6,6,6,6,0,0,0,0,0,0
58100,0,2,10,5,0.49,0,3,1,5.8924,11,11,1,3,4,4,3,4,0,0,4,0,7,7,7,6,4,4,4,5,4,3,4,4,9,7,7,7,1,0,1,0,0,0
58101,3,4,7,7,0.8317,0.1155,3,1,6.5505,5,13,1,1,4,4,3,3,0,0,5,3,3,4,3,4,0,0,0,2,3,4,5,2,6,9,10,5,0,0,0,0,0,0
58102,1,3,6,4,0.0935,0,1,0,2.4141,8,7,1,0,3,4,1,5,4,0,5,1,4,2,3,4,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0
58103,0,1,1,1,0.1023,0,8,0,1.5704,18,10,1,0,0,0,0,0,3,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0
58104,2,1,8,6,0.6157,0.2682,4,0,2.9427,12,6,1,1,7,7,7,7,3,3,6,0,7,4,4,6,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0
58105,2,5,9,8,3.5844,0,8,1,5.6098,3,11,1,0,1,6,0,1,7,8,7,8,6,4,4,6,8,7,7,7,6,5,6,6,10,10,10,10,1,0,1,1,0,0
58106,1,2,4,3,0.0056,0.1155,2,0,0.9327,18,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
58107,0,0,1,1,0.0244,0,8,0,0.9714,16,7,1,0,3,0,0,0,2,3,0,0,2,3,3,2,4,4,0,0,1,1,0,0,4,2,1,1,0,1,0,0,0,0
58108,0,5,3,3,0.0764,0,8,0,5.8509,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,0,0,0,0,0,0
58109,0,4,9,3,0.1727,0.2986,4,0,2.7953,14,11,1,1,1,1,1,1,0,2,0,0,0,0,0,0,7,7,7,7,2,1,1,2,5,4,4,4,0,1,0,0,0,0
58110,0,2,8,5,0.7985,0,8,1,4.956,18,13,1,0,3,3,3,3,6,3,6,4,2,2,3,1,5,6,6,6,4,2,3,3,8,6,6,7,1,0,0,0,0,0
58111,0,4,3,3,0.0043,0,8,1,0.567,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0
58112,1,4,1,5,0.3089,0,8,0,3.8562,7,14,1,0,4,3,3,1,7,7,4,3,1,4,1,4,0,0,0,0,0,0,0,0,7,6,5,4,0,0,0,0,0,0
58113,0,8,6,6,0.286,0.2682,5,1,5.7493,18,14,1,0,2,0,0,2,3,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0
58114,5,1,10,4,0.9352,0,8,0,6.3942,8,13,1,0,3,4,3,3,3,0,7,0,8,8,9,8,0,0,0,0,0,0,0,0,10,8,10,10,0,0,0,0,0,0
58115,0,3,3,2,0.1727,0,8,0,5.9305,7,15,1,0,3,0,0,0,0,0,0,0,5,2,4,4,0,0,0,0,2,2,2,2,6,6,6,5,0,0,0,0,0,0
58116,1,4,6,3,0.6365,0.1155,4,0,3.6173,4,15,1,0,2,2,3,3,8,6,3,3,4,3,2,4,0,0,0,0,0,0,0,0,9,6,7,6,0,0,0,0,0,0
58117,0,3,4,5,0.7969,0,8,1,1.5183,6,11,1,0,1,1,4,2,0,2,3,2,2,4,1,4,4,4,5,4,1,1,2,1,5,4,4,4,0,0,1,0,0,0
58118,4,4,5,5,0.1558,0,1,1,1.7506,8,14,1,0,3,0,0,0,0,0,3,0,6,5,4,7,5,5,5,7,2,2,2,3,6,4,5,5,0,0,1,0,0,0
58119,0,4,5,3,0.0484,0,8,0,0.7787,5,7,1,0,0,0,0,0,3,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0
58120,0,1,10,5,0.1664,0,8,1,2.8582,14,13,1,0,0,0,0,0,0,0,3,3,4,5,5,4,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0
58121,1,1,10,8,0.1093,0.1831,7,1,1.7575,11,10,1,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,0,0,0,0,0,0
58122,0,2,10,5,0.7492,0,8,1,2.4007,16,9,1,0,1,1,1,1,6,7,6,8,4,4,4,4,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,0,0
58123,0,2,3,2,0.2184,0,8,0,1.8381,16,11,1,0,3,0,0,6,0,4,0,3,0,0,0,0,4,4,4,4,1,2,1,1,5,5,4,4,0,0,0,0,0,0
58124,0,5,2,1,0.1577,0,8,0,1.537,11,9,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,1,0,0,0,0,0,0
58125,0,2,8,6,0.2269,0,4,0,0,5,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,8,0,0,0,0,0,0
58126,3,4,4,7,3.8423,0.4275,5,1,3.7486,3,10,1,0,3,3,2,2,10,9,9,9,4,7,5,7,0,0,0,0,0,0,0,0,10,10,8,9,0,0,0,0,0,0
58127,1,6,5,7,1.5543,0.3466,5,1,6.7095,11,16,1,0,5,3,6,4,2,0,0,0,4,7,6,4,4,4,4,4,5,5,5,4,10,10,10,8,1,0,0,0,0,0
58128,0,5,9,5,0.0595,0.3243,6,1,3.8647,13,15,1,3,0,0,0,0,0,0,0,0,4,7,8,3,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0
58129,0,4,3,2,0.7969,0.3838,4,0,5.5073,17,7,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0
58130,4,1,3,7,1.3726,0.3243,5,0,4.2756,11,15,1,0,6,7,6,7,8,7,8,8,2,5,5,2,0,0,0,0,0,0,0,0,9,8,6,9,0,0,0,0,0,0
58131,1,2,10,5,0.192,0,8,1,1.2507,8,13,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,0,0,1,1,1,1,4,5,1,1,1,0,1,0,0,0
58132,1,5,6,3,0.1364,0,8,0,3.1567,3,14,1,0,1,3,2,2,0,0,0,0,1,1,1,2,6,6,6,7,1,1,2,1,5,5,3,5,1,0,0,0,0,0
58133,0,2,3,9,0.7969,0.1155,2,0,1.9291,7,14,1,0,2,0,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,0,0,0,0,0,0
58134,0,1,8,4,0.119,0,8,0,0.6736,11,13,1,3,2,1,1,1,0,0,6,0,1,2,2,1,0,0,0,0,0,0,0,0,5,5,4,3,0,0,0,0,0,0
58135,9,4,6,3,10,0.2682,7,0,6.8607,13,17,1,0,9,7,8,5,9,9,8,8,10,9,10,9,10,10,9,9,8,8,8,8,11,11,11,11,1,0,0,0,0,0
58136,0,4,9,9,0.7969,0.4621,7,0,0,5,13,1,0,3,3,3,4,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,10,10,9,10,0,0,0,0,0,0
58137,0,6,9,2,0.7969,0,2,0,1.4043,11,10,1,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0,0,0,0,0
58138,0,3,1,2,0.1462,0.4142,7,0,2.4422,16,9,1,0,5,0,0,0,3,0,0,0,6,4,6,4,0,0,0,0,0,0,0,0,5,3,2,2,0,0,0,0,0,0
58139,0,2,6,4,0.2259,0.2682,4,0,3.5444,5,11,1,0,0,0,0,0,0,3,3,0,4,7,4,7,4,4,5,5,2,2,2,1,6,5,5,4,0,0,0,0,0,0
58140,1,1,2,1,0.104,0.231,4,0,1.9964,6,13,1,0,3,3,3,0,0,0,0,0,6,3,6,4,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,0,0
58141,0,4,9,3,0.0689,0,1,0,0.7657,12,13,1,0,2,1,0,1,0,0,4,6,1,2,2,1,3,4,4,4,1,1,1,2,4,4,4,4,0,0,1,0,0,0
58142,0,3,7,3,0.0039,0,1,0,0.1695,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
58143,4,2,6,3,0.2301,0.1155,4,0,5.2844,16,15,1,0,3,3,0,0,0,3,5,0,4,6,2,6,7,8,8,8,2,3,4,3,6,7,7,7,0,1,0,0,0,0
58144,4,6,6,3,0.5803,0,8,0,6.0158,11,16,1,0,3,1,1,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,8,7,8,7,0,0,0,0,0,0
58145,0,2,3,2,0.7969,0,8,0,4.8073,15,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0
58146,5,4,8,8,2.1866,0.231,4,0,5.4439,5,14,1,0,8,8,7,8,9,8,9,8,9,8,8,9,0,0,0,0,0,0,0,0,10,10,10,10,0,0,1,0,0,0
58147,0,2,8,6,0.7969,0.1831,7,1,2.2807,7,10,1,2,4,1,3,0,5,0,2,4,5,3,4,4,4,4,4,4,2,2,3,1,5,4,6,4,0,0,0,0,0,0
58148,0,5,6,3,0.7969,0.231,4,0,3.3599,6,9,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0
58149,2,3,1,1,0.0388,0,2,0,1.5702,18,4,1,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,0
58150,6,1,9,9,1.6656,0.7081,10,1,6.0387,1,15,1,0,9,9,9,9,9,7,6,6,4,5,4,6,7,7,7,7,5,5,4,5,10,10,9,10,1,0,0,1,0,0
58151,0,2,4,6,0.03,0,8,1,4.5861,14,10,1,0,4,6,4,7,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0
58152,8,4,7,5,1.8125,0.5612,10,1,5.855,14,19,1,2,8,7,8,4,9,9,9,9,8,7,7,8,4,4,4,4,4,5,5,5,9,10,10,10,1,0,0,1,0,0
58153,0,3,1,5,0.7969,0.1155,2,1,1.3778,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,3,0,0,4,4,1,1,0,0,0,0,0,0
58154,1,6,2,3,0.077,0,8,1,0.921,3,13,1,4,3,0,0,0,3,0,0,0,1,2,2,1,5,5,4,2,1,1,2,1,5,2,5,1,0,0,0,0,0,0
58155,0,4,4,5,0.223,0.1155,3,1,1.7272,17,13,1,0,1,1,3,1,1,0,2,3,2,3,3,1,5,5,4,5,2,2,3,2,6,5,6,5,0,0,0,0,0,0
58156,0,4,5,2,0.0052,0.2682,5,0,0.8894,18,11,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0
58157,7,2,10,9,1.765,0.2986,5,1,5.1134,3,14,1,0,7,7,2,6,9,10,7,8,7,3,4,7,8,7,8,9,5,6,4,5,10,10,7,8,2,0,0,1,0,0
58158,4,2,5,6,0.436,0.1155,7,1,1.5183,11,14,1,0,1,0,2,1,2,1,3,3,1,1,1,2,0,0,0,0,2,2,2,3,6,4,5,6,4,0,3,1,0,0
58159,0,0,2,1,0.7969,0.5297,7,0,2.1345,18,8,2,0,1,1,1,2,6,8,0,1,8,7,8,4,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0
58160,0,0,3,3,0.1174,0,8,0,1.8997,8,16,1,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,4,4,2,2,2,2,4,4,4,4,1,1,0,0,0,0
58161,1,2,9,4,0.1254,0.2682,4,0,2.6702,17,11,1,1,7,7,6,7,1,3,3,0,4,4,4,2,4,4,5,6,2,2,2,2,6,5,5,6,0,0,0,0,0,0
58162,0,4,4,5,0.0271,0.1155,3,0,4.8409,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0
58163,1,1,3,3,0.112,0,8,0,4.4654,17,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0
58164,3,2,10,6,1.0572,0.7081,10,1,4.3722,11,10,1,0,8,1,1,0,9,9,9,9,7,3,7,4,0,0,0,0,0,0,0,0,8,8,7,7,0,0,0,0,0,0
58165,1,1,2,6,0.0796,0.1831,2,1,1.0534,17,12,1,2,1,1,0,1,3,4,0,3,2,4,3,3,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,0,0,0
58166,0,7,5,4,0.1265,0.231,4,0,3.6575,14,6,1,0,5,4,0,0,2,0,0,0,2,4,3,4,0,0,0,0,0,0,0,0,6,4,5,4,0,0,0,0,0,0
58167,3,2,3,2,0.1371,0,2,0,4.8258,12,15,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,6,0,0,0,0,0,0
58168,0,6,8,6,0.7969,0.1155,4,1,2.4393,16,14,1,0,1,1,3,4,7,8,3,4,0,0,0,0,4,1,3,0,3,2,3,1,6,6,6,5,0,0,0,0,0,0
58169,2,2,5,5,1.5117,0.2682,5,1,5.8399,11,14,1,0,7,6,5,5,4,3,3,0,10,9,10,8,0,0,0,0,0,0,0,0,10,7,9,8,0,0,0,0,0,0
58170,0,2,7,7,0.7969,0.231,5,1,3.682,3,14,1,0,1,0,3,2,0,5,1,0,4,4,4,2,4,4,5,6,2,2,3,3,7,5,6,6,1,0,0,1,0,0
58171,0,4,2,1,0.7969,0.6824,10,0,6.29,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0
58172,5,4,6,6,1.4214,0,6,1,5.069,7,15,1,0,7,4,1,6,7,10,6,9,4,4,5,3,7,7,7,7,4,5,4,4,8,10,7,9,2,0,0,0,0,0
58173,7,6,6,10,1.1328,0.7081,9,1,4.5446,12,17,1,0,7,5,7,8,8,8,8,5,4,7,5,7,0,0,0,0,0,0,0,0,10,9,8,6,0,0,0,0,0,0
58174,4,2,5,3,0.0516,0.4513,6,0,1.5696,16,10,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0
58175,4,0,5,3,0.2361,0,3,0,3.8787,18,15,1,1,1,3,1,1,3,1,0,0,4,4,4,2,5,4,4,4,2,2,2,2,6,5,4,5,1,0,0,0,0,0
58176,0,1,1,3,0.4314,0,8,0,2.1233,18,7,1,0,1,1,1,1,0,0,5,0,1,1,1,1,0,0,0,0,2,2,1,1,5,6,4,5,1,0,0,0,0,0
58177,0,4,9,6,0.7969,0,2,1,0.7957,18,10,1,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,0,0,0
58178,0,3,9,5,0.6644,0.4142,7,1,5.1213,4,11,1,1,2,4,3,3,4,4,3,3,7,4,6,7,0,0,0,0,0,0,0,0,6,6,5,6,0,0,0,0,0,0
58179,1,4,1,1,0.8228,0.2986,5,0,6.5521,13,15,3,3,7,6,7,6,0,4,0,0,9,8,10,7,0,0,0,0,0,0,0,0,10,9,7,8,0,0,0,0,0,0
